Var;M̩dia
Acertos_PD_gol_FinC;0.5230769230769231
Acertos_PD_gol_FinC_RB;0.5153846153846153
Acertos_PD_gol_Fina;0.5307692307692308
Acertos_PD_gol_Fina_RB;0.5461538461538461
Acertos_binpo_log;0.5461538461538461
Acertos_binpo_p;0.4846153846153846
Acertos_palp_br_binpo_p;0.5153846153846153
Defi_DC;0.6159383002307695
Defi_PB;0.5840585079999998
Defi_PD_gol;0.5804927157692311
Defi_PD_gol_FinC;0.5815068899230766
Defi_PD_gol_FinC_RB;0.5835160734615384
Defi_PD_gol_Fina;0.5796115007692306
Defi_PD_gol_Fina_RB;0.5818499674615388
Defi_binpo_log;0.5949099917692309
Defi_binpo_p;0.6013246848461536
Defi_palp_br;0.6150441738461536
RPS_DC;0.20663359934615397
RPS_PB;0.19325572107692324
RPS_PD_gol;0.19053256865384618
RPS_PD_gol_FinC;0.1910294883846153
RPS_PD_gol_FinC_RB;0.19188477038461538
RPS_PD_gol_Fina;0.1900360250769231
RPS_PD_gol_Fina_RB;0.19097700273076923
RPS_binpo_log;0.1964448761538462
RPS_binpo_p;0.19842871253846153
RPS_palp_br;0.20540196192307741
Rodada;32.0
prob_DC_placar;0.08158804876333296
prob_PB_placar;0.09901307692307697
prob_PD_gol_FinC_RB_placar;0.0950373991900554
prob_PD_gol_FinC_placar;0.09516083232388176
prob_PD_gol_Fina_RB_placar;0.09519839632764589
prob_PD_gol_Fina_placar;0.095340705499909
prob_PD_gol_placar;0.09523402722060059
prob_binpo_log_placar;0.083971567718101
prob_binpo_p_placar;0.0920836643595251
